,class,stained_cell_count,light_stain_count
5718,class3,4818,2963
5719,class3,3917,7747
5720,class7,1,147
5721,class1,3055,5632
5722,class7,56,181
5723,class5,7007,3550
5724,class1,3042,2254
5725,class3,4138,3076
5726,class3,3683,4768
5727,class6,2882,4412
5728,class1,3417,1617
5729,class7,1167,362
5730,class2,739,636
5731,class1,2276,2946
5732,class2,111,2109
5733,class1,2385,6144
5734,class3,202,2863
5735,class6,2624,3402
5736,class7,3,229
5737,class3,3485,4461
5738,class1,2499,3358
5739,class6,2799,3151
5740,class6,2696,2894
5741,class1,4539,3905
5742,class6,2363,185
5743,class1,2927,2613
5744,class4,3775,4121
5745,class3,5512,3055
5746,class7,20,352
5747,class1,4174,2591
5748,class5,7150,7712
5749,class1,2994,3044
5750,class6,5666,4587
5751,class7,23,8091
5752,class6,2230,4371
5753,class3,4749,5226
5754,class1,3054,3101
5755,class1,3495,2642
5756,class2,4947,1083
5757,class2,476,30
5758,class2,1254,843
5759,class2,2912,1419
5760,class1,3073,4089
5761,class6,2855,2878
5762,class1,2970,3140
5763,class1,1407,5191
5764,class0,2528,3032
5765,class3,4181,3105
5766,class3,3818,1199
5767,class4,2684,4092
5768,class3,8467,8394
5769,class3,3385,1465
5770,class3,5338,2284
5771,class6,2171,235
5772,class1,4521,10438
5773,class6,2678,957
5774,class6,1599,1410
5775,class2,188,936
5776,class7,448,431
5777,class5,3259,627
5778,class3,3469,2821
5779,class3,3413,1656
5780,class3,3656,2320
5781,class0,7354,3396
5782,class7,60,162
5783,class3,3160,618
5784,class6,3498,388
5785,class1,1873,9628
5786,class6,3623,535
5787,class3,4865,3312
5788,class6,2965,693
5789,class1,2801,5847
5790,class3,9209,1657
5791,class0,4054,1476
5792,class0,5291,2758
5793,class3,3702,2095
5794,class1,1905,6945
5795,class6,2604,659
5796,class4,4198,324
5797,class3,4971,8409
5798,class3,4392,4687
5799,class6,2801,1837
5800,class2,2646,206
5801,class1,3631,7571
5802,class6,4021,825
5803,class3,3772,1183
5804,class2,986,1559
5805,class3,7149,5137
5806,class2,2230,239
5807,class3,9235,7912
5808,class7,449,2312
5809,class1,4036,2128
5810,class1,2796,1867
5811,class6,2771,1065
5812,class3,4107,715
5813,class7,183,17
5814,class2,555,3124
5815,class1,2666,9122
5816,class1,4635,4710
5817,class7,1,430
5818,class1,5827,1658
5819,class3,3111,891
5820,class0,4228,2013
5821,class7,327,2
5822,class1,2700,3723
5823,class1,2724,4833
5824,class2,1783,38
5825,class1,4757,7971
5826,class2,1228,103
5827,class7,2,237
5828,class7,17,3695
5829,class4,3746,1314
5830,class1,3796,2843
5831,class3,3637,7107
5832,class1,1613,3142
5833,class7,249,110
5834,class3,6032,1546
5835,class0,6507,3045
5836,class3,4615,1276
5837,class6,2504,1902
5838,class6,1980,550
5839,class6,3445,1532
5840,class7,459,81
5841,class7,1038,532
5842,class2,935,495
5843,class1,3595,4987
5844,class6,3814,8421
5845,class3,5770,2361
5846,class0,7409,4221
5847,class2,1559,3714
5848,class1,3342,7264
5849,class5,2834,925
5850,class6,2538,289
5851,class0,3923,559
5852,class4,3833,4066
5853,class0,4047,956
5854,class2,1862,1321
5855,class6,2167,5739
5856,class7,607,431
5857,class1,3211,2699
5858,class7,175,627
5859,class1,4373,2798
5860,class1,2595,6704
5861,class3,4279,1238
5862,class6,1627,7786
5863,class4,3678,2666
5864,class7,842,189
5865,class0,5460,1568
5866,class0,2959,683
5867,class3,3920,2676
5868,class1,3607,4214
5869,class6,2011,4840
5870,class7,0,226
5871,class1,3621,3692
5872,class1,4971,2086
5873,class3,4516,2430
5874,class1,3485,4567
5875,class0,5288,3786
5876,class6,984,17
5877,class3,2996,1687
5878,class4,1762,3883
5879,class5,4757,306
5880,class1,1681,6689
5881,class6,2310,418
5882,class6,1824,3883
5883,class2,412,1166
5884,class1,4862,7915
5885,class7,54,163
5886,class7,19,2203
5887,class6,2646,1583
5888,class7,131,194
5889,class4,2824,689
5890,class6,2747,2078
5891,class5,6,3
5892,class7,101,434
5893,class0,4418,3763
5894,class7,813,894
5895,class3,3594,2913
5896,class7,17,234
5897,class6,3012,2731
5898,class6,2876,546
5899,class2,311,191
5900,class2,461,2189
5901,class0,4598,1850
5902,class0,126,6
5903,class7,18,166
5904,class1,3522,4098
5905,class7,741,684
5906,class7,0,105
5907,class6,2816,141
5908,class1,4024,3797
5909,class7,663,3001
5910,class1,4045,817
5911,class4,2156,2039
5912,class3,3796,3282
5913,class2,2572,627
5914,class3,3441,1087
5915,class2,5375,307
5916,class7,84,317
5917,class5,278,1371
5918,class1,73,1021
5919,class3,11,11
5920,class1,1778,5779
5921,class1,1066,5598
5922,class4,2090,57
5923,class4,6579,385
5924,class7,62,1412
5925,class7,252,613
5926,class3,0,2
5927,class4,5048,622
5928,class7,485,96
5929,class0,4185,3170
5930,class1,3266,1607
5931,class6,2663,2436
5932,class1,3115,4727
5933,class0,4875,1204
5934,class7,422,30
5935,class4,2112,53
5936,class7,664,179
5937,class5,3566,325
5938,class7,744,78
5939,class0,7263,3079
5940,class1,3938,1901
5941,class7,84,254
5942,class6,2576,308
5943,class5,128,1149
5944,class1,4627,1185
5945,class2,661,886
5946,class5,1461,145
5947,class1,3351,2214
5948,class7,106,5882
5949,class0,5228,2253
5950,class6,2220,1554
5951,class0,4940,5355
5952,class5,7157,873
5953,class1,2749,2343
5954,class5,4106,2674
5955,class4,4060,820
5956,class6,2402,656
5957,class7,57,61
5958,class7,162,5010
5959,class6,2185,216
5960,class4,3799,2521
5961,class2,484,772
5962,class7,75,2842
5963,class6,2458,1604
5964,class3,2398,5507
5965,class5,3073,800
5966,class1,4606,6282
5967,class7,641,3211
5968,class6,2749,1388
5969,class0,4370,2317
5970,class2,141,459
5971,class5,6650,2774
5972,class3,4605,2531
5973,class7,24,683
5974,class5,2140,3911
5975,class6,2105,290
5976,class1,3666,2215
5977,class3,5388,1749
5978,class1,3610,1083
5979,class6,2100,5488
5980,class5,2337,7078
5981,class1,2738,3625
5982,class5,4015,424
5983,class6,208,20
5984,class3,4080,1468
5985,class1,2305,3020
5986,class1,3429,4653
5987,class0,4622,542
5988,class0,2840,1159
5989,class4,108,1
5990,class3,3047,3508
5991,class1,2880,3435
5992,class1,1908,3543
5993,class4,4283,51
5994,class3,4481,4068
5995,class6,3525,248
5996,class5,7095,956
5997,class3,5156,9743
5998,class7,345,1425
5999,class3,5889,3917
6000,class0,3629,2843
6001,class3,6952,4883
6002,class0,5084,7197
6003,class2,348,2647
6004,class1,3663,2735
6005,class3,6960,445
6006,class2,1943,360
6007,class7,252,915
6008,class3,4897,1514
6009,class6,4513,378
6010,class3,9512,5155
6011,class2,59,0
6012,class4,6698,2967
6013,class7,564,6308
6014,class3,2962,1530
6015,class7,6,553
6016,class3,3047,4498
6017,class7,40,305
6018,class0,7150,1138
6019,class7,54,314
6020,class4,2467,5928
6021,class7,35,227
6022,class5,2737,208
6023,class1,4307,1807
6024,class1,1618,4040
6025,class1,3653,1469
6026,class6,3091,487
6027,class1,3437,3502
6028,class7,210,30
6029,class3,4133,1558
6030,class1,4776,4079
6031,class6,2701,2750
6032,class6,2037,881
6033,class1,1408,3861
6034,class4,2201,5199
6035,class7,0,45
6036,class3,5166,1662
6037,class3,3844,1292
6038,class2,1368,765
6039,class0,3832,448
6040,class5,3404,216
6041,class1,2794,4692
6042,class3,3978,8507
6043,class7,5,1996
6044,class5,3592,1085
6045,class3,757,2326
6046,class2,1927,333
6047,class4,17,0
6048,class6,2574,832
6049,class3,5664,4042
6050,class2,204,5093
6051,class4,3995,284
6052,class1,1801,3004
6053,class1,3538,4541
6054,class0,5181,5479
6055,class7,48,1292
6056,class2,2799,219
6057,class0,4421,1684
6058,class3,2933,2335
6059,class7,49,122
6060,class7,39,166
6061,class4,2881,474
6062,class6,3282,1298
6063,class7,363,47
6064,class7,21,271
6065,class5,3136,6077
6066,class2,643,3559
6067,class6,4290,3993
6068,class2,468,2162
6069,class7,426,128
6070,class0,6196,4266
6071,class2,2594,262
6072,class6,3161,2363
6073,class2,111,1992
6074,class6,2596,3583
6075,class7,268,169
6076,class2,196,372
6077,class6,2542,267
6078,class3,3398,8537
6079,class3,3039,2918
6080,class7,18,744
6081,class3,2776,4929
6082,class2,2059,520
6083,class0,4529,2413
6084,class1,3618,4175
6085,class3,4252,3535
6086,class1,3310,2198
6087,class5,5875,201
6088,class7,183,1
6089,class1,2497,3789
6090,class7,650,2144
6091,class6,2195,1064
6092,class3,6101,3053
6093,class1,3855,3843
6094,class2,236,71
6095,class5,3772,2777
6096,class5,6183,635
6097,class2,1433,286
6098,class2,1446,1154
6099,class2,1276,591
6100,class3,6514,3185
6101,class3,4169,5378
6102,class6,2079,2200
6103,class6,2541,3235
6104,class6,3115,4491
6105,class0,1110,204
6106,class1,2478,1339
6107,class1,3243,1757
6108,class6,2204,8247
6109,class4,3888,1823
6110,class7,139,544
6111,class3,5273,3311
6112,class5,2579,300
6113,class4,2911,20
6114,class6,4752,3760
6115,class3,3588,2427
6116,class1,2925,2377
6117,class3,5896,2757
6118,class1,1107,3052
6119,class4,3843,2382
6120,class3,4529,5685
6121,class7,7,142
6122,class1,5090,2065
6123,class2,180,3909
6124,class6,1412,1858
6125,class3,2567,594
6126,class3,4542,8955
6127,class7,152,201
6128,class7,287,370
6129,class1,3978,8824
6130,class3,4271,2882
6131,class3,11735,6156
6132,class6,3549,1208
6133,class1,1542,6193
6134,class6,3242,693
6135,class6,2929,919
6136,class1,3115,3596
6137,class0,5271,503
6138,class3,5137,5204
6139,class3,5874,2053
6140,class7,239,1818
6141,class3,5091,4557
6142,class1,2756,4092
6143,class1,3450,1130
6144,class2,918,385
6145,class1,3472,3505
6146,class1,1919,2654
6147,class7,124,123
6148,class7,480,1633
6149,class6,3011,3556
6150,class7,165,88
6151,class5,4395,203
6152,class3,9,0
6153,class7,120,426
6154,class3,4565,1446
6155,class7,55,502
6156,class5,4717,293
6157,class4,5163,47
6158,class1,3686,4813
6159,class7,799,8
6160,class7,165,212
6161,class2,2327,484
6162,class4,4666,315
6163,class3,2515,4473
6164,class7,404,58
6165,class5,3590,2819
6166,class1,2744,7053
6167,class1,3202,5236
6168,class3,4397,1276
6169,class1,3625,5476
6170,class1,3168,3004
6171,class6,2305,2690
6172,class3,4493,3433
6173,class1,2474,1583
6174,class1,3781,1921
6175,class6,2771,273
6176,class5,0,0
6177,class4,5274,200
6178,class0,7182,811
6179,class6,2944,6512
6180,class5,2750,3908
6181,class7,510,916
6182,class1,2832,1391
6183,class7,205,228
6184,class7,25,7027
6185,class5,429,18
6186,class1,4095,2845
6187,class0,5811,1110
6188,class3,3804,1732
6189,class1,3342,2265
6190,class6,3415,1163
6191,class6,3023,861
6192,class5,6443,709
6193,class4,1566,1849
6194,class7,680,644
6195,class2,2249,2791
6196,class0,5958,2843
6197,class3,3228,2239
6198,class2,1045,128
6199,class1,5,798
6200,class4,5577,1249
6201,class2,207,413
6202,class3,3223,1406
6203,class5,448,868
6204,class1,5015,2382
6205,class1,3490,5163
6206,class1,3217,4691
6207,class5,4312,1311
6208,class6,3113,639
6209,class3,4589,1450
6210,class6,3995,4211
6211,class6,2678,2203
6212,class6,1812,8320
6213,class1,3042,4869
6214,class6,3365,4314
6215,class7,17,161
6216,class1,3097,3949
6217,class1,4297,6737
6218,class1,3747,5809
6219,class1,2297,5111
6220,class1,4291,4698
6221,class4,5473,1885
6222,class6,2313,2953
6223,class5,2665,1834
6224,class6,2966,2091
6225,class1,2998,2018
6226,class6,2403,3333
6227,class2,2798,867
6228,class5,6091,1417
6229,class7,0,646
6230,class3,4146,2276
6231,class4,3412,6
6232,class6,3690,2183
6233,class1,3862,5242
6234,class7,0,71
6235,class6,2817,5881
6236,class6,2649,6497
6237,class0,6546,5542
6238,class3,4505,1962
6239,class7,0,290
6240,class3,7003,1137
6241,class1,3731,2836
6242,class2,518,1108
6243,class6,3069,2759
6244,class3,3331,3068
6245,class2,2108,242
6246,class6,269,31
6247,class2,153,916
6248,class2,554,1920
6249,class1,5370,2755
6250,class6,3579,1563
6251,class1,3410,2855
6252,class0,4400,1331
6253,class6,4297,6585
6254,class3,16,55
6255,class7,25,61
6256,class6,520,0
6257,class7,88,2942
6258,class1,2830,5343
6259,class6,3412,252
6260,class2,1703,639
6261,class6,2287,1421
6262,class5,7377,4328
6263,class4,2567,530
6264,class3,4662,3829
6265,class7,171,594
6266,class1,5476,4328
6267,class0,4227,4410
6268,class1,4903,2311
6269,class3,3452,2785
6270,class6,2407,565
6271,class7,115,28
6272,class6,2124,1491
6273,class6,4004,5408
6274,class3,7077,646
6275,class6,2768,552
6276,class5,3614,544
6277,class3,10344,5671
6278,class6,2966,2862
6279,class0,4629,2028
6280,class4,4569,341
6281,class1,3681,1959
6282,class0,5697,806
6283,class6,2257,2579
6284,class7,554,1709
6285,class3,3046,8082
6286,class5,4894,158
6287,class3,7323,2800
6288,class7,41,195
6289,class6,2728,482
6290,class4,3309,2129
6291,class3,3295,2993
6292,class0,4490,754
6293,class2,1052,87
6294,class6,2553,234
6295,class3,5690,2850
6296,class5,6820,787
6297,class5,5919,1430
6298,class1,5175,2634
6299,class4,6054,817
6300,class1,3531,2923
6301,class3,5464,5032
6302,class6,2476,1767
6303,class3,3925,590
6304,class6,2643,259
6305,class0,3462,1810
6306,class0,4358,763
6307,class3,4314,7138
6308,class0,4657,3453
6309,class6,2823,172
6310,class7,187,10
6311,class6,2109,6059
6312,class0,4299,842
6313,class3,3726,8826
6314,class6,2599,897
6315,class6,2222,142
6316,class1,3210,2211
6317,class2,201,676
6318,class1,3959,4356
6319,class1,4393,5110
6320,class6,3698,211
6321,class5,7109,1884
6322,class3,5682,2451
6323,class6,2558,3969
6324,class1,1574,6259
6325,class7,2,404
6326,class6,2517,4578
6327,class7,24,74
6328,class6,3384,3467
6329,class3,4648,9426
6330,class3,4621,4156
6331,class6,4098,678
6332,class3,3317,3720
6333,class1,3506,2629
6334,class1,2890,5252
6335,class7,45,507
6336,class6,1655,5590
6337,class4,5093,1473
6338,class3,3092,270
6339,class0,6535,139
6340,class2,699,318
6341,class1,3083,4218
6342,class0,7364,2481
6343,class3,4556,1936
6344,class6,2607,1344
6345,class7,145,113
6346,class1,3684,6066
6347,class6,3280,7626
6348,class3,2844,3893
6349,class5,7519,4702
6350,class1,1403,5368
6351,class3,2477,2842
6352,class0,4904,2311
6353,class0,4605,2312
6354,class4,1927,157
6355,class1,3461,4109
6356,class2,1124,3560
6357,class3,6107,5797
6358,class0,6106,382
6359,class7,1182,2402
6360,class4,6244,1302
6361,class5,6330,583
6362,class1,4132,5644
6363,class2,349,3771
6364,class7,0,1178
6365,class0,4301,2290
6366,class3,4728,4145
6367,class0,6189,2035
6368,class6,4538,1077
6369,class6,2314,420
6370,class6,3988,476
6371,class1,3292,2410
6372,class6,2349,4223
6373,class1,2215,3300
6374,class7,311,97
6375,class6,2315,10161
6376,class5,3320,4473
6377,class6,2277,1859
6378,class6,3019,1688
6379,class6,4248,5058
6380,class1,3450,4442
6381,class5,2536,854
6382,class0,5665,451
6383,class6,3354,1170
6384,class2,1252,140
6385,class3,8346,573
6386,class5,2765,2787
6387,class1,4153,1455
6388,class1,3189,1216
6389,class1,4187,3621
6390,class7,834,683
6391,class2,444,4479
6392,class1,2827,8466
6393,class1,2760,8240
6394,class5,2917,871
6395,class6,2401,301
6396,class1,3123,1734
6397,class5,526,459
6398,class3,4943,737
6399,class1,2016,6052
6400,class2,662,1925
6401,class3,3553,4924
6402,class0,6299,1007
6403,class4,4499,240
6404,class7,0,263
6405,class2,4443,89
6406,class1,2372,6222
6407,class7,7,403
6408,class5,7101,2497
6409,class6,2415,872
6410,class4,6378,1418
6411,class5,2974,501
6412,class6,3336,266
6413,class7,1,411
6414,class3,3066,4887
6415,class4,5983,675
6416,class6,2817,1436
6417,class0,4879,7426
6418,class6,2398,3030
6419,class2,2796,383
6420,class5,158,734
6421,class5,3416,315
6422,class3,3482,3237
6423,class7,552,192
6424,class5,6837,1775
6425,class7,51,372
6426,class4,2706,4242
6427,class6,3178,1485
6428,class7,41,35
6429,class3,5155,4062
6430,class3,4007,5470
6431,class0,4316,367
6432,class3,4442,1211
6433,class3,2561,5891
6434,class7,829,6836
6435,class3,1,1
6436,class1,3406,7918
6437,class4,4406,60
6438,class7,0,72
6439,class6,3694,1353
6440,class2,486,190
6441,class6,2621,1529
6442,class4,4713,3157
6443,class3,5221,4857
6444,class5,6267,589
6445,class7,2,127
6446,class1,2623,3879
6447,class4,5661,226
6448,class5,36,1733
6449,class6,2197,8861
6450,class5,304,287
6451,class7,116,241
6452,class1,3313,4467
6453,class2,148,3513
6454,class2,4024,1206
6455,class7,194,165
6456,class4,2036,3119
6457,class1,4213,5538
6458,class0,4755,692
6459,class6,2959,801
6460,class7,24,496
6461,class6,2260,6321
6462,class3,5497,5678
6463,class6,3000,1565
6464,class7,150,33
6465,class5,7044,852
6466,class7,48,164
6467,class5,297,1843
6468,class1,4482,6783
6469,class6,3199,987
6470,class1,4843,4529
6471,class6,3628,14908
6472,class7,0,2610
6473,class3,4531,1140
6474,class1,3602,3253
6475,class7,156,614
6476,class2,259,5187
6477,class1,4268,3115
6478,class6,75,12
6479,class3,3222,2143
6480,class1,4854,2345
6481,class6,3062,2043
6482,class0,3657,2792
6483,class3,9587,1513
6484,class6,2252,4584
6485,class4,1887,2208
6486,class1,2598,3055
6487,class3,3670,1584
6488,class1,3919,2289
6489,class1,4130,1944
6490,class0,4091,3152
6491,class7,0,108
6492,class6,3066,541
6493,class7,15,214
6494,class6,3598,9610
6495,class6,3195,2306
6496,class6,2538,2514
6497,class4,1979,74
6498,class2,189,9280
6499,class1,1995,12381
6500,class2,303,5
6501,class6,2351,1989
6502,class1,2155,5917
6503,class7,204,55
6504,class1,3839,5652
6505,class1,3289,4728
6506,class1,5458,2665
6507,class5,5310,3240
6508,class3,3220,783
6509,class7,32,332
6510,class5,893,260
6511,class3,6355,1474
6512,class6,2325,225
6513,class7,158,50
6514,class7,177,42
6515,class0,7203,1732
6516,class2,1534,2015
6517,class4,3986,2950
6518,class1,3202,2339
6519,class3,6266,1537
6520,class0,4915,878
6521,class0,6892,929
6522,class7,264,285
6523,class1,6118,2266
6524,class1,2506,1752
6525,class3,6731,4033
6526,class0,5207,5046
6527,class6,2358,2608
6528,class3,0,399
6529,class2,397,596
6530,class1,3919,5702
6531,class1,3472,5210
6532,class7,455,378
6533,class2,282,3444
6534,class6,2612,1923
6535,class4,5470,2495
6536,class7,0,94
6537,class0,4655,865
6538,class6,2561,11229
6539,class3,3886,3821
6540,class1,4746,2651
6541,class3,6398,758
6542,class1,3094,2441
6543,class7,26,73
6544,class1,4341,720
6545,class3,4812,3159
6546,class3,4228,4673
6547,class3,4757,3734
6548,class3,4647,898
6549,class2,3341,938
6550,class5,1177,442
6551,class5,0,4
6552,class5,7009,547
6553,class6,1765,1349
6554,class5,3530,181
6555,class3,5455,1731
6556,class6,2370,1077
6557,class5,6564,3347
6558,class2,1208,214
6559,class1,2355,7588
6560,class1,2680,2218
6561,class6,3121,1177
6562,class4,4649,1196
6563,class1,3078,6828
6564,class3,3773,6711
6565,class6,2348,1373
6566,class3,3073,663
6567,class5,1302,1123
6568,class1,5,60
6569,class6,2714,286
6570,class3,4479,4520
6571,class4,4762,128
6572,class0,4606,1375
6573,class7,52,30
6574,class6,2315,1221
6575,class6,3087,1459
6576,class3,14,0
6577,class1,3639,3711
6578,class7,0,205
6579,class6,2287,685
6580,class3,2820,6627
6581,class3,9048,3764
6582,class1,3201,10018
6583,class6,2147,9654
6584,class1,3479,4324
6585,class1,3552,2845
6586,class5,4348,6541
6587,class4,4806,30
6588,class3,2935,539
6589,class2,435,1349
6590,class6,3299,4671
6591,class6,2956,2034
6592,class6,2493,2510
6593,class3,6804,1825
6594,class2,201,678
6595,class3,4438,1494
6596,class5,6599,1289
6597,class1,323,2495
6598,class0,4434,2155
6599,class3,4010,4047
6600,class4,1135,66
6601,class6,2246,3061
6602,class7,81,1080
6603,class1,2372,3330
6604,class5,5130,2195
6605,class3,5702,1160
6606,class1,3696,3833
6607,class7,300,45
6608,class6,1975,214
6609,class1,3714,1814
6610,class7,489,5253
6611,class3,0,873
6612,class1,6915,2504
6613,class6,1856,231
6614,class3,5758,793
6615,class4,4507,59
6616,class6,2964,1983
6617,class3,2740,1008
6618,class5,6123,641
6619,class4,2167,3757
6620,class6,2110,997
6621,class7,810,8851
6622,class0,3544,2325
6623,class4,3698,416
6624,class5,6430,265
6625,class1,4662,3731
6626,class2,625,434
6627,class5,1168,774
6628,class1,3432,2331
6629,class4,3318,2760
6630,class4,4095,1781
6631,class1,3069,2812
6632,class1,1251,12892
6633,class6,1816,874
6634,class7,62,328
6635,class7,10,24
6636,class7,1,511
6637,class7,51,140
6638,class5,6635,2780
6639,class5,4747,2253
6640,class3,4511,3726
6641,class0,3936,704
6642,class5,5122,653
6643,class6,3708,11275
6644,class2,228,10598
6645,class6,2430,1267
6646,class6,3198,743
6647,class1,2948,3443
6648,class6,2533,511
6649,class6,2049,816
6650,class6,1987,6214
6651,class3,5419,1006
6652,class6,2465,1615
6653,class4,4827,1124
6654,class3,4539,1831
6655,class6,328,17
6656,class2,415,233
6657,class0,4477,2442
6658,class1,3834,4906
6659,class7,966,64
6660,class3,3480,2158
6661,class0,8514,4640
6662,class3,3664,2585
6663,class3,3741,5521
6664,class7,17,224
6665,class1,4690,1598
6666,class7,523,1218
6667,class3,2710,4839
6668,class7,117,531
6669,class2,2566,358
6670,class5,1664,318
6671,class5,6234,984
6672,class7,25,867
6673,class1,2664,5713
6674,class6,2219,2345
6675,class3,4973,2935
6676,class7,677,333
6677,class1,3567,4066
6678,class3,5684,1739
6679,class1,2204,5936
6680,class6,3729,2178
6681,class3,3472,5994
6682,class1,487,2118
6683,class4,3515,2266
6684,class3,9222,6215
6685,class6,3571,2259
6686,class4,4276,35
6687,class6,2778,340
6688,class6,2555,349
6689,class6,2308,2617
6690,class3,6858,4111
6691,class1,1485,9615
6692,class2,1386,405
6693,class6,2585,1376
6694,class3,3203,3229
6695,class7,1419,6468
6696,class6,2600,604
6697,class2,244,197
6698,class2,736,382
6699,class3,3444,7438
6700,class6,3134,416
6701,class7,598,318
6702,class2,1734,10348
6703,class6,2504,1682
6704,class4,3285,2985
6705,class1,2696,3456
6706,class3,4149,6950
6707,class2,179,1094
6708,class6,4790,482
6709,class3,4424,2797
6710,class1,4215,1578
6711,class5,7428,1845
6712,class3,5404,938
6713,class2,217,671
6714,class1,3194,5197
6715,class2,3493,141
6716,class7,6,42
6717,class5,5034,579
6718,class1,3052,844
6719,class3,3981,3720
6720,class7,379,120
6721,class1,3021,2861
6722,class6,2507,1229
6723,class5,2752,2645
6724,class4,24,0
6725,class6,4011,1313
6726,class6,2145,233
6727,class1,2191,3729
6728,class5,5423,2074
6729,class3,8970,1712
6730,class1,3610,2223
6731,class7,57,125
6732,class7,341,269
6733,class7,11,422
6734,class1,4207,2355
6735,class7,304,1340
6736,class3,4974,4091
6737,class6,3173,3776
6738,class0,6860,516
6739,class2,403,3011
6740,class6,2504,4144
6741,class3,6247,1671
6742,class6,4226,4561
6743,class6,2732,641
6744,class4,614,7723
6745,class3,5294,604
6746,class6,2497,322
6747,class7,177,386
6748,class7,36,332
6749,class3,4177,3481
6750,class6,4130,11557
6751,class6,3407,3568
6752,class5,5830,1091
6753,class7,124,150
6754,class1,3625,3125
6755,class6,2552,292
6756,class5,5651,1234
6757,class7,90,259
6758,class6,4827,11670
6759,class4,5253,7453
6760,class6,3937,6930
6761,class1,3601,3241
6762,class1,3119,5026
6763,class1,2758,8426
6764,class6,2165,274
6765,class6,2926,1496
6766,class3,3954,6808
6767,class3,3462,4544
6768,class3,5305,1324
6769,class1,3531,2053
6770,class6,2265,200
6771,class6,3576,414
6772,class6,2778,4536
6773,class7,488,57
6774,class0,6402,2592
6775,class2,166,4036
6776,class7,1,165
6777,class7,581,224
6778,class2,2617,516
6779,class7,3,95
6780,class1,4604,7907
6781,class4,1912,171
6782,class4,3181,1163
6783,class1,1186,1303
6784,class7,274,186
6785,class7,0,150
6786,class0,3438,3176
6787,class6,4665,290
6788,class7,61,219
6789,class0,6251,775
6790,class1,3934,1644
6791,class4,2827,1348
6792,class2,996,6310
6793,class0,4262,1513
6794,class2,1917,257
6795,class0,2426,2578
6796,class1,3935,4022
6797,class7,94,268
6798,class7,79,3145
6799,class0,2420,1771
6800,class3,4119,2033
6801,class1,2353,2130
6802,class7,33,581
6803,class2,4191,439
6804,class1,3089,4020
6805,class1,2555,3593
6806,class6,4213,3453
6807,class6,2470,2326
6808,class1,3504,2957
6809,class6,2780,3960
6810,class6,3013,325
6811,class5,3742,4989
6812,class5,4027,581
6813,class4,4301,300
6814,class3,6847,927
6815,class2,817,2893
6816,class4,3371,28
6817,class0,8318,2662
6818,class3,4932,1745
6819,class3,6542,9669
6820,class3,2816,1794
6821,class6,3478,3266
6822,class1,2731,3380
6823,class3,4445,8022
6824,class6,3788,4016
6825,class6,2057,12742
6826,class7,53,582
6827,class1,2320,3250
6828,class7,103,1229
6829,class1,2286,3926
6830,class7,25,5191
6831,class2,280,87
6832,class3,5203,2832
6833,class6,4421,8884
6834,class7,489,2934
6835,class5,2805,256
6836,class7,326,256
6837,class3,4479,2705
6838,class2,846,324
6839,class1,2812,2503
6840,class1,3257,3429
6841,class1,2811,2621
6842,class2,131,5547
6843,class2,324,392
6844,class7,20,274
6845,class6,1229,96
6846,class3,3956,6989
6847,class1,3584,6275
6848,class7,6,365
6849,class7,36,418
6850,class0,6983,2639
6851,class6,2392,7116
6852,class6,2235,339
6853,class1,2830,1840
6854,class1,2040,2148
6855,class6,1299,11265
6856,class6,3021,1431
6857,class3,4,746
6858,class6,1936,3720
6859,class3,3799,4295
6860,class6,3108,6205
6861,class4,5313,500
6862,class5,4753,827
6863,class7,567,49
6864,class2,365,3578
6865,class3,4149,11134
6866,class7,1,47
6867,class3,5411,7791
6868,class5,6384,2243
6869,class6,2455,3456
6870,class3,2421,1717
6871,class6,1909,1801
6872,class3,4823,4375
6873,class2,801,623
6874,class0,5965,1818
6875,class6,2447,567
6876,class6,2525,3045
6877,class6,2560,7520
6878,class3,4679,3011
6879,class1,3394,5565
6880,class1,2397,3170
6881,class7,26,228
6882,class7,65,467
6883,class1,2873,4221
6884,class6,2319,6215
6885,class1,3922,4358
6886,class5,2890,3761
6887,class3,7143,5463
6888,class3,3102,9502
6889,class5,5054,535
6890,class6,2712,1344
6891,class2,1110,3912
6892,class3,4268,2852
6893,class0,8399,1688
6894,class3,2905,1155
6895,class3,0,4
6896,class5,6743,2830
6897,class1,1980,3117
6898,class3,3712,4847
6899,class1,3250,2879
6900,class4,664,6728
6901,class6,3280,355
6902,class6,1446,2018
6903,class1,3348,4031
6904,class6,4068,3663
6905,class6,2990,3119
6906,class2,1268,473
6907,class0,6156,2584
6908,class3,3763,4622
6909,class3,1962,2908
6910,class1,3081,1349
6911,class6,2380,1891
6912,class6,1872,277
6913,class6,2811,10392
6914,class6,2174,965
6915,class5,3116,512
6916,class3,5375,3296
6917,class1,3803,2582
6918,class5,5505,4054
6919,class3,3982,2828
6920,class1,288,2379
6921,class5,2765,190
6922,class3,4228,237
6923,class7,46,3804
6924,class0,5473,1321
6925,class1,4245,12373
6926,class7,46,220
6927,class7,6,71
6928,class3,3770,969
6929,class6,2282,3033
6930,class6,2580,337
6931,class6,1947,3697
6932,class6,2472,270
6933,class0,5250,1591
6934,class3,4438,5052
6935,class6,1863,350
6936,class6,2967,1685
6937,class0,6581,819
6938,class6,3047,1346
6939,class5,4929,1859
6940,class6,2756,276
6941,class2,3108,454
6942,class5,6250,3625
